2	J. Rämö
11	P. Åman (A)
13	K. Rode
17	J. Raa
18	T. Nilsen
19	H. Jakobsen
21	M. Lund (C)
27	P. Hauge
42	H. Sandvik
44	J. Ojanperä
72	O. Løvåsvåg
77	D. Wågsæther (A)
88	D. Dybdal
97	T. Helvik-Haugsnes
28	M. Smedsrud (G)
31	N. Sivertsen (G)
