2	J. Rämö
11	P. Åman (A)
13	K. Rode
17	J. Raa
20	E. Kascak
21	M. Lund (C)
23	E. Nicolaysen
27	P. Hauge
42	H. Sandvik
44	J. Ojanperä
72	O. Løvåsvåg
77	D. Wågsæther (A)
89	F. Rydén
97	T. Helvik-Haugsnes
41	M. Hämynen(G)
28	M. Smedsrud(G)
