6	A. Mandal
10	J. Hofstad
11	E. Moberg
12	A. Svedlund
14	T. Wiig (A)
15	E. Johnsen (A)
21	S. Wannebo
23	S. Bråten (C)
27	F. Klema
28	D. Hofstad
34	M. Jonassen
48	A. Dahl
51	M. Kristoffersen
65	T. Hansen
74	E. Sæteraas
89	O. Larssen
97	T. Fagerli 
31	P. Strøm (G)
35	I. Eriksson  (G)
