2	J. Rämö
11	P. Åman (A)
17	J. Raa
20	E. Kascak
21	M. Lund (C)
23	E. Nicolaysen
27	P. Hauge
32	O. Renden
42	H. Sandvik
44	J. Ojanperä
62	M. Huhtanen
72	O. Løvåsvåg
86	E. Wiull
88	D. Dybdal
89	F. Rydén
97	T. Helvik-Haugsnes 
31	N. Sivertsen (G)
78	S. Vaula (G)
